,edu,age,female,conspiracy,scandal,media_score,google,poltrust_score
526,2,55,1,1,1,4.125,0,13.1666666666667
527,2,33,0,1,1,31.25,30,35.0
528,2,38,1,1,1,53.75,40,38.3333333333333
529,2,24,0,1,1,31.25,35,64.1666666666667
530,2,43,1,0,1,70.0,80,73.3333333333333
531,0,30,1,1,0,45.0,50,28.5
532,1,37,1,0,1,68.625,87,59.0
533,2,49,0,0,0,53.125,40,62.5
534,2,38,1,1,1,50.0,50,56.6666666666667
535,2,66,1,0,0,54.375,60,38.3333333333333
536,2,29,1,0,1,42.5,80,55.0
537,2,49,1,0,1,62.5,100,18.6666666666667
538,3,60,1,0,1,46.25,45,69.1666666666667
539,2,35,0,0,0,46.25,25,65.0
540,2,28,1,0,0,46.25,75,31.3333333333333
541,2,37,1,1,1,54.625,78,33.8333333333333
542,2,47,1,0,0,42.5,60,64.1666666666667
543,2,38,1,1,1,45.375,50,46.1666666666667
544,3,56,0,1,1,42.5,40,48.3333333333333
545,2,24,0,1,0,59.375,60,71.6666666666667
546,2,56,1,0,1,71.0,85,70.8333333333333
547,2,24,1,1,0,18.125,40,8.83333333333333
548,3,37,1,1,1,50.0,50,50.0
549,2,26,1,1,1,25.625,40,36.6666666666667
550,3,28,0,1,0,30.625,40,52.5
551,1,28,0,0,0,44.375,15,69.1666666666667
552,0,36,0,0,0,12.5,50,20.8333333333333
553,2,22,0,1,1,54.375,60,60.0
554,3,38,1,0,1,38.75,50,65.0
555,3,51,1,0,1,43.75,60,48.3333333333333
556,1,32,0,0,1,37.5,30,41.6666666666667
557,3,58,1,0,1,51.875,75,73.1666666666667
558,2,39,1,0,0,73.75,100,46.6666666666667
559,2,24,1,0,0,21.25,0,28.3333333333333
560,1,68,1,0,1,57.5,25,74.1666666666667
561,3,41,1,0,1,5.75,6,6.5
562,1,31,1,0,1,57.875,60,21.5
563,2,36,1,0,0,52.5,85,40.0
564,2,61,1,0,0,56.25,60,68.8333333333333
565,1,25,1,1,1,16.25,0,10.6666666666667
566,3,40,0,1,1,36.25,40,41.6666666666667
567,3,40,1,1,1,44.375,50,32.0
568,2,39,1,1,1,56.25,100,63.3333333333333
569,1,26,0,1,1,42.5,60,53.3333333333333
570,1,30,1,1,1,57.5,80,50.0
571,2,23,1,0,1,47.5,80,70.0
572,0,42,1,1,0,57.5,65,35.0
573,2,55,1,1,0,29.0,45,47.5
574,2,32,0,0,0,82.5,95,56.6666666666667
575,2,34,0,1,1,67.5,80,41.5
576,1,27,0,1,0,37.5,50,83.3333333333333
577,2,24,1,1,0,64.375,70,55.8333333333333
578,2,47,1,1,1,30.0,25,21.6666666666667
579,0,41,1,1,1,38.125,40,56.6666666666667
580,3,64,1,1,0,56.25,65,65.8333333333333
581,2,58,1,0,0,38.75,50,55.0
582,1,43,1,1,1,0.0,0,0.0
583,3,53,1,0,0,69.375,75,50.5
584,2,50,1,0,1,48.75,50,45.0
585,2,58,0,0,0,72.5,100,95.0
586,0,28,0,1,1,11.5,20,31.0
587,2,43,0,1,0,62.125,85,73.3333333333333
588,1,51,1,1,0,74.75,85,70.0
589,2,22,1,0,1,39.375,25,48.3333333333333
590,2,40,0,1,1,33.75,20,48.3333333333333
591,3,31,1,1,0,17.5,10,20.8333333333333
592,2,31,1,0,1,53.125,60,32.5
593,2,39,1,0,1,36.25,20,56.6666666666667
594,2,35,1,0,1,37.5,70,31.0
595,2,34,0,0,1,21.625,8,39.8333333333333
596,1,38,0,1,0,31.25,40,60.0
597,2,29,0,1,1,86.25,100,80.8333333333333
598,3,49,0,0,0,46.875,50,14.0
599,3,58,1,0,0,56.875,95,81.6666666666667
600,2,27,1,1,0,43.75,50,56.6666666666667
601,1,26,0,0,0,45.0,70,36.0
602,1,59,1,0,0,26.25,60,49.1666666666667
603,1,43,1,0,1,8.125,25,22.8333333333333
604,2,29,1,0,0,42.5,60,24.6666666666667
605,1,30,0,0,1,57.5,80,58.3333333333333
606,3,29,0,1,0,41.875,50,53.3333333333333
607,1,18,1,1,0,63.75,70,48.3333333333333
608,2,25,1,1,1,27.5,70,18.0
609,3,34,0,0,1,36.875,40,47.5
610,2,45,0,0,0,31.875,25,45.8333333333333
611,2,44,0,0,1,67.5,90,63.3333333333333
612,2,58,1,0,1,43.75,50,28.1666666666667
613,2,60,1,0,1,71.875,100,83.3333333333333
614,2,31,0,1,1,41.25,25,50.8333333333333
615,3,34,1,0,1,49.375,30,52.5
616,2,31,0,0,0,54.375,75,44.3333333333333
617,3,28,1,1,0,25.625,25,17.6666666666667
618,2,57,1,0,1,57.5,85,74.6666666666667
619,3,30,0,1,0,43.75,50,53.6666666666667
620,3,45,1,0,0,64.625,70,59.1666666666667
621,0,25,1,0,0,50.0,50,50.0
622,2,35,1,1,1,19.375,10,33.3333333333333
623,2,34,0,1,1,61.25,60,43.3333333333333
624,2,29,1,0,1,0.0,0,0.0
625,2,56,1,1,1,48.125,80,35.1666666666667
626,2,45,0,0,1,53.125,60,67.5
627,1,81,0,1,1,47.5,70,60.0
628,1,40,0,1,0,68.75,50,50.0
629,1,34,1,1,0,22.5,10,25.3333333333333
630,2,67,1,1,0,45.125,50,49.5
631,2,44,1,1,1,25.0,0,50.0
632,3,56,0,1,1,23.75,10,24.1666666666667
633,1,37,1,1,1,62.5,100,75.0
634,2,60,1,1,1,56.25,100,68.3333333333333
635,3,59,1,0,1,47.5,50,38.3333333333333
636,2,38,1,1,0,41.875,40,55.0
637,2,48,0,0,1,31.25,25,61.6666666666667
638,1,24,1,1,1,53.75,100,68.3333333333333
639,1,29,0,0,1,43.125,60,14.1666666666667
640,2,24,0,0,0,52.5,60,62.5
641,2,27,0,1,1,41.25,45,41.6666666666667
642,3,25,1,0,0,62.5,100,73.3333333333333
643,1,20,0,1,0,54.375,70,51.6666666666667
644,2,30,0,1,0,0.0,0,0.0
645,2,62,0,1,0,30.0,20,35.0
646,2,30,0,1,0,58.625,50,58.3333333333333
647,2,33,0,1,0,41.25,50,59.1666666666667
648,2,24,0,0,1,56.25,70,26.3333333333333
649,2,52,1,1,0,22.5,20,51.6666666666667
650,2,38,0,0,1,15.625,20,30.8333333333333
651,1,20,1,0,1,27.5,30,33.0
652,2,45,1,0,1,51.875,75,68.6666666666667
653,0,32,0,0,0,44.375,50,48.3333333333333
654,3,44,1,1,1,37.5,10,49.1666666666667
655,2,41,1,1,1,50.625,75,73.3333333333333
656,2,30,1,0,0,51.875,60,37.0
657,2,32,0,0,1,35.0,40,30.0
658,1,21,0,1,0,40.0,50,55.0
659,2,32,1,1,0,5.0,0,25.0
660,1,28,1,0,0,7.625,20,18.3333333333333
661,2,52,1,1,0,41.25,70,78.3333333333333
662,2,32,0,0,0,67.5,70,72.5
663,1,55,0,0,1,43.75,40,19.8333333333333
664,2,33,1,1,1,56.25,50,55.0
665,2,22,1,0,1,46.25,60,40.0
666,2,32,1,0,0,69.0,76,38.8333333333333
667,2,23,1,0,1,56.875,75,68.3333333333333
668,2,24,0,0,1,53.125,60,80.8333333333333
669,1,46,1,1,1,5.25,0,19.1666666666667
670,3,24,1,1,1,42.5,90,39.1666666666667
671,2,38,0,1,0,47.5,40,68.3333333333333
672,2,37,1,0,0,50.0,100,66.6666666666667
673,0,37,0,1,1,37.5,60,26.6666666666667
674,2,26,1,1,1,52.5,90,47.5
675,2,26,0,1,1,36.25,50,3.33333333333333
676,2,28,1,0,0,35.0,50,60.0
677,1,24,1,1,1,62.5,100,50.0
678,2,48,0,0,1,34.375,20,69.1666666666667
679,2,24,1,0,0,42.5,60,35.8333333333333
680,2,44,0,0,1,69.25,100,46.3333333333333
681,1,35,0,1,0,88.75,95,89.1666666666667
682,2,32,1,1,0,41.25,40,60.0
683,1,22,1,1,1,50.0,50,50.0
684,3,26,0,1,0,33.125,50,57.5
685,1,34,1,1,0,45.0,50,56.6666666666667
686,1,19,1,0,0,58.75,70,50.0
687,2,52,1,1,1,66.125,85,66.6666666666667
688,1,32,1,1,1,36.25,50,62.5
689,1,27,0,1,0,36.25,10,30.0
690,1,28,1,0,0,27.5,100,50.0
691,2,19,0,1,1,21.25,70,60.0
692,3,28,0,0,1,59.875,89,71.6666666666667
693,3,32,0,1,0,58.125,70,65.0
694,0,31,0,1,1,18.125,10,20.0
695,2,26,0,1,1,50.625,50,53.3333333333333
696,1,21,0,0,1,63.75,90,53.6666666666667
697,2,26,0,0,0,57.5,90,29.6666666666667
698,0,32,0,1,1,47.5,40,43.3333333333333
699,0,52,1,1,1,42.5,50,54.1666666666667
700,2,22,1,0,0,53.75,60,29.8333333333333
701,1,21,1,1,0,49.375,60,53.3333333333333
702,2,25,0,1,0,84.125,99,94.8333333333333
703,0,32,0,0,1,43.75,100,27.5
704,0,26,1,1,0,13.75,20,0.0
705,3,34,1,0,1,43.75,40,33.3333333333333
706,2,27,1,0,1,48.75,40,75.0
707,0,35,0,0,1,50.0,20,64.1666666666667
708,2,36,1,0,1,66.875,85,66.6666666666667
709,0,33,0,1,1,58.75,90,77.5
710,1,24,1,1,1,48.75,30,75.0
711,0,27,0,0,1,45.0,50,45.0
712,0,28,0,0,0,59.625,75,87.3333333333333
713,2,46,1,1,0,55.0,70,59.1666666666667
714,2,46,0,1,1,60.5,50,70.8333333333333
715,0,49,0,1,1,55.0,60,55.0
716,3,27,1,1,1,92.0,98,64.1666666666667
717,2,25,0,1,1,62.5,100,51.5
718,3,52,1,0,1,40.0,25,66.6666666666667
719,2,37,1,0,0,56.875,25,47.3333333333333
720,2,26,0,1,1,62.5,85,38.5
721,0,28,1,1,1,31.25,50,56.6666666666667
722,2,27,1,0,1,48.75,50,36.6666666666667
723,2,36,1,0,1,75.0,85,76.0
724,2,63,0,0,0,52.5,50,29.6666666666667
725,2,28,0,0,0,34.375,30,51.6666666666667
726,3,38,1,0,0,41.25,70,46.6666666666667
727,1,26,1,1,1,27.5,10,32.3333333333333
728,1,18,0,1,0,56.25,70,50.0
729,2,40,1,0,0,60.0,85,55.0
730,1,27,1,0,0,47.5,60,52.5
731,1,27,1,1,0,58.75,90,78.3333333333333
732,3,32,1,1,1,54.375,70,50.0
733,2,25,1,0,0,52.5,50,55.0
734,2,33,0,1,0,32.5,50,67.1666666666667
735,2,31,0,0,1,57.5,55,67.5
736,0,35,0,1,0,28.125,50,54.1666666666667
737,1,26,1,1,1,64.875,95,24.5
738,1,18,0,1,1,53.125,55,60.0
739,1,32,0,0,0,64.625,77,53.0
740,1,27,0,1,0,29.375,25,18.3333333333333
741,2,27,0,1,1,29.125,5,41.6666666666667
742,2,30,0,1,1,54.375,50,33.1666666666667
743,2,25,0,0,0,25.625,30,58.3333333333333
744,2,27,0,1,1,51.25,70,61.6666666666667
745,1,21,1,1,0,38.75,80,31.3333333333333
746,2,32,0,0,1,84.375,95,48.3333333333333
747,1,60,0,0,0,22.5,0,20.1666666666667
748,2,23,1,0,0,37.5,50,46.6666666666667
749,2,27,1,0,1,18.75,20,12.5
750,0,27,0,0,0,58.75,100,79.1666666666667
751,0,39,1,0,0,33.75,50,48.3333333333333
752,1,20,1,0,0,62.5,80,73.3333333333333
753,3,26,1,1,1,41.875,50,65.8333333333333
754,2,41,0,0,0,25.0,10,36.6666666666667
755,2,55,1,1,0,20.0,20,46.6666666666667
756,3,30,1,0,1,50.0,50,29.1666666666667
757,2,37,0,0,1,68.75,100,91.6666666666667
758,2,25,0,1,0,43.75,20,39.1666666666667
759,2,37,0,1,0,57.5,70,63.3333333333333
760,1,63,0,0,0,17.5,50,23.1666666666667
761,2,36,0,1,0,60.375,50,47.6666666666667
762,1,21,0,1,0,40.625,85,34.5
763,2,60,0,0,1,53.75,70,42.8333333333333
764,0,28,0,1,1,18.75,50,28.3333333333333
765,1,59,1,0,0,66.25,75,73.3333333333333
766,1,38,0,1,0,39.375,25,52.5
767,1,30,1,1,1,43.75,50,40.0
768,0,55,1,0,1,28.125,20,30.0
769,2,35,0,0,1,46.25,30,34.6666666666667
770,0,40,1,0,0,31.5,30,17.5
771,2,28,1,0,0,15.0,20,5.83333333333333
772,2,41,1,0,0,60.0,80,70.8333333333333
773,1,32,1,0,1,41.25,30,48.3333333333333
774,1,44,0,0,1,13.5,33,7.5
775,2,32,0,0,0,54.375,50,61.6666666666667
776,1,29,1,0,1,6.25,0,30.0
777,2,27,0,0,1,46.25,100,35.8333333333333
778,2,25,0,1,0,63.75,60,95.0
779,1,26,1,0,0,50.0,50,50.0
780,2,57,0,1,0,42.0,50,51.6666666666667
781,2,25,1,1,1,46.875,60,61.6666666666667
782,1,55,0,1,1,68.75,100,90.8333333333333
783,1,25,0,0,0,38.125,50,34.1666666666667
784,2,36,0,0,1,42.5,80,47.5
785,1,30,0,0,0,43.125,75,30.0
786,2,39,1,0,1,51.25,40,36.5
787,2,32,1,0,1,51.25,50,50.0
788,2,37,0,0,0,56.25,50,51.6666666666667
789,0,37,1,0,0,58.75,60,80.0
790,2,25,1,1,1,52.5,60,35.0
791,3,37,0,1,0,25.0,10,53.3333333333333
792,2,35,1,1,0,50.625,75,55.0
793,3,35,0,1,0,50.625,60,67.5
794,1,30,1,1,1,51.25,75,40.0
795,3,40,1,1,0,31.25,0,53.3333333333333
796,2,27,0,0,0,33.75,40,18.8333333333333
797,1,30,0,0,0,20.0,50,13.3333333333333
798,1,32,1,0,1,55.625,70,70.0
799,0,55,0,0,0,34.375,5,57.5
800,1,42,0,0,0,13.125,5,52.5
801,2,32,0,1,0,60.625,65,72.5
802,2,48,1,0,0,46.875,50,33.3333333333333
803,2,54,0,1,0,64.375,60,63.3333333333333
804,2,58,1,1,0,65.0,65,47.3333333333333
805,2,26,0,0,1,0.625,0,5.0
806,2,49,0,0,1,45.0,60,27.0
807,2,25,0,0,1,45.0,50,45.8333333333333
808,2,36,1,1,1,50.0,50,34.6666666666667
809,1,50,0,1,0,70.625,100,80.8333333333333
810,2,38,0,0,0,45.0,90,56.6666666666667
811,2,43,0,1,0,42.5,50,41.6666666666667
812,0,35,0,0,0,0.0,0,0.0
813,1,61,1,0,1,14.375,30,48.3333333333333
814,2,30,0,0,1,46.875,60,63.3333333333333
815,2,28,0,1,1,25.625,20,46.6666666666667
816,1,36,1,1,1,50.0,50,50.0
817,3,66,1,1,1,65.0,60,49.1666666666667
818,2,37,0,1,0,58.75,90,38.3333333333333
819,2,33,0,1,0,34.25,40,24.8333333333333
820,2,42,0,0,0,36.25,20,46.6666666666667
821,2,32,1,0,1,69.375,50,66.6666666666667
822,3,27,1,0,0,56.25,50,41.3333333333333
823,1,23,0,0,0,61.875,50,69.1666666666667
824,0,29,0,0,0,41.25,40,12.3333333333333
825,2,22,1,1,0,23.125,20,41.6666666666667
826,0,23,1,0,1,52.5,60,48.3333333333333
827,3,41,0,0,1,69.375,75,54.3333333333333
828,0,61,0,1,1,43.75,25,49.1666666666667
829,2,30,1,0,1,31.25,40,43.3333333333333
830,2,52,0,0,1,25.375,4,33.3333333333333
831,2,46,0,1,0,58.125,80,74.3333333333333
832,2,26,1,0,0,62.5,90,42.8333333333333
833,2,35,1,0,0,43.75,80,41.6666666666667
834,1,44,0,1,0,46.375,25,32.3333333333333
835,2,23,1,1,1,14.125,10,33.3333333333333
836,1,25,0,0,0,63.75,80,45.0
837,1,27,0,1,0,29.0,20,33.3333333333333
838,2,31,1,1,1,27.5,20,33.3333333333333
839,3,27,1,0,1,38.75,25,75.8333333333333
840,1,30,1,1,1,41.0,78,43.5
841,0,43,0,1,0,43.125,50,35.5
842,2,36,1,0,1,71.25,80,74.1666666666667
843,2,32,0,0,0,31.25,50,53.3333333333333
844,2,54,0,0,0,68.125,90,49.0
845,1,29,0,1,1,46.875,70,55.8333333333333
846,1,53,0,0,0,42.5,50,16.3333333333333
847,2,51,0,1,1,15.0,0,41.6666666666667
848,0,31,1,1,1,46.25,60,46.6666666666667
849,2,55,1,1,0,42.5,50,20.0
850,2,28,0,1,1,40.625,50,33.3333333333333
851,2,34,0,1,1,40.625,10,54.1666666666667
852,3,33,0,1,0,68.75,100,87.5
853,3,44,0,1,1,40.0,60,37.0
854,1,37,1,1,1,56.25,60,66.6666666666667
855,2,43,1,0,0,46.875,40,63.3333333333333
856,3,26,0,1,1,38.125,50,45.0
857,1,27,1,1,1,59.375,50,49.1666666666667
858,2,26,1,0,1,49.375,50,43.3333333333333
859,1,67,1,1,0,23.125,25,69.1666666666667
860,2,65,1,1,1,20.0,0,26.6666666666667
861,1,21,1,1,0,64.375,75,38.8333333333333
862,2,30,1,1,1,50.0,80,75.8333333333333
863,1,20,1,0,1,33.75,40,48.3333333333333
864,2,44,1,1,0,25.0,55,61.6666666666667
865,1,33,1,1,1,35.625,75,63.3333333333333
866,2,29,0,0,0,25.0,50,25.0
867,2,27,0,1,1,52.5,80,76.0
868,1,46,0,1,0,35.625,20,27.5
869,2,49,0,1,0,48.125,80,16.6666666666667
870,2,31,0,1,1,40.0,50,25.0
871,3,64,1,1,0,61.375,50,72.5
872,2,30,0,0,0,61.25,70,66.6666666666667
873,1,24,0,1,1,21.25,50,25.0
874,0,65,1,1,1,52.5,90,75.0
875,2,24,0,0,1,66.25,60,70.8333333333333
876,1,43,1,0,1,36.875,35,55.0
877,3,30,1,1,1,60.625,50,68.3333333333333
878,2,47,0,0,1,23.75,10,18.3333333333333
879,2,32,1,1,1,61.875,50,71.6666666666667
880,2,47,0,1,1,62.0,50,61.6666666666667
881,1,35,1,0,0,46.25,90,36.6666666666667
882,1,39,1,0,0,47.5,40,56.6666666666667
883,2,26,1,0,0,45.0,50,26.3333333333333
884,3,42,1,1,1,41.25,50,64.1666666666667
885,2,26,1,0,0,55.0,90,28.8333333333333
886,1,43,1,0,0,51.625,78,35.8333333333333
887,1,32,0,1,0,21.875,20,1.16666666666667
888,2,32,0,0,0,25.0,50,17.6666666666667
889,3,29,1,0,1,48.75,50,45.0
890,2,30,0,0,0,67.5,90,48.3333333333333
891,2,40,0,0,0,58.0,75,73.3333333333333
892,1,32,1,0,0,58.75,50,63.3333333333333
893,2,22,0,0,0,71.25,90,50.1666666666667
894,2,37,1,0,1,13.75,0,6.66666666666667
895,2,28,0,1,0,51.875,75,45.0
896,2,29,0,1,1,19.375,10,29.6666666666667
897,1,63,0,1,0,15.0,40,50.3333333333333
898,2,24,0,1,0,16.25,10,11.3333333333333
899,2,27,0,0,0,80.0,85,56.1666666666667
900,2,38,1,1,1,36.625,45,44.1666666666667
901,1,33,1,0,0,51.875,60,56.6666666666667
902,3,54,1,1,0,13.125,50,66.6666666666667
903,2,22,1,1,0,50.0,50,50.0
904,1,40,1,0,1,56.25,65,58.3333333333333
905,3,34,1,1,0,47.5,60,51.6666666666667
906,0,34,1,0,1,63.75,70,41.8333333333333
907,1,42,1,0,1,31.25,50,40.0
908,2,48,0,1,1,53.875,70,60.8333333333333
909,2,27,1,0,1,50.0,70,40.6666666666667
910,2,48,0,1,0,43.125,25,70.0
911,1,28,1,0,0,58.75,80,51.6666666666667
912,2,62,1,0,0,24.375,60,25.0
913,2,23,0,1,1,34.375,30,46.6666666666667
914,1,29,0,1,1,35.0,50,29.1666666666667
915,2,35,0,0,1,55.625,90,44.1666666666667
916,2,37,1,0,0,40.625,80,67.6666666666667
917,2,55,1,0,0,58.125,75,70.0
918,2,28,1,1,1,56.875,70,47.1666666666667
919,2,45,0,1,1,47.625,73,45.1666666666667
920,3,26,0,0,1,40.0,50,15.0
921,3,65,0,1,0,49.375,75,47.1666666666667
922,0,21,0,0,1,48.125,40,56.6666666666667
923,3,46,0,1,1,23.125,0,46.6666666666667
924,2,27,1,1,0,73.75,100,49.1666666666667
925,2,40,1,0,0,41.25,0,60.8333333333333
926,1,27,0,0,1,67.5,55,44.1666666666667
927,2,59,1,1,0,41.25,50,51.6666666666667
928,1,29,1,0,0,55.0,70,41.3333333333333
929,2,40,1,0,1,50.0,50,50.8333333333333
930,0,58,1,0,0,43.125,10,60.8333333333333
931,1,21,0,0,1,59.875,76,83.0
932,3,45,1,0,1,53.75,70,68.3333333333333
933,1,43,1,1,0,65.0,50,63.3333333333333
934,2,67,1,1,1,56.25,50,78.3333333333333
935,2,51,1,1,1,26.875,0,66.6666666666667
936,3,34,0,0,1,77.625,90,83.3333333333333
937,1,33,0,0,1,21.375,1,65.0
938,3,38,1,1,0,38.75,40,51.6666666666667
939,2,29,1,1,1,59.375,75,83.3333333333333
940,1,52,0,0,0,64.375,75,75.8333333333333
941,2,56,1,1,0,37.5,50,20.6666666666667
942,1,53,1,0,0,43.75,60,66.6666666666667
943,1,43,1,1,0,25.0,15,20.8333333333333
944,2,58,0,0,0,63.75,50,48.3333333333333
945,2,36,1,0,0,41.25,60,45.0
946,2,61,1,1,1,10.0,0,63.3333333333333
947,2,31,1,1,0,59.375,50,65.8333333333333
948,2,59,1,0,1,57.5,80,65.8333333333333
949,1,21,1,0,0,45.0,40,14.1666666666667
950,0,52,1,0,0,31.25,20,30.0
951,1,56,1,0,0,40.0,25,71.6666666666667
952,3,29,0,0,1,67.875,70,52.5
953,2,30,1,0,1,48.75,50,55.8333333333333
954,3,67,1,0,1,61.0,75,61.1666666666667
955,2,65,1,1,1,58.25,75,30.0
956,2,33,0,1,1,51.25,50,66.6666666666667
957,1,23,1,0,1,52.5,50,36.6666666666667
958,2,31,0,0,1,28.125,40,42.5
959,2,28,0,0,1,15.0,10,25.8333333333333
960,1,29,1,1,0,61.25,60,81.6666666666667
961,2,32,0,0,1,50.625,50,28.1666666666667
962,2,45,1,0,0,55.0,60,43.6666666666667
963,2,53,0,1,1,38.75,50,34.1666666666667
964,2,57,1,0,0,47.5,30,24.6666666666667
965,1,28,1,1,1,22.5,60,48.3333333333333
966,3,26,0,1,1,42.5,50,16.1666666666667
967,1,42,0,1,1,28.125,75,33.3333333333333
968,2,35,0,1,0,31.25,35,56.0
969,1,51,1,1,1,45.625,50,37.1666666666667
970,1,47,0,1,1,55.0,75,55.1666666666667
971,2,38,1,1,1,43.125,50,26.6666666666667
972,2,57,1,0,0,55.0,60,39.5
973,2,33,1,0,1,43.0,30,36.6666666666667
974,1,29,1,0,1,21.125,30,37.5
975,0,28,0,1,1,57.5,0,46.0
976,1,54,0,1,1,66.875,75,45.0
977,0,51,1,1,0,68.125,75,70.0
978,2,25,0,1,1,54.25,90,23.6666666666667
979,1,19,1,0,0,61.875,70,66.6666666666667
980,0,37,1,0,1,35.0,30,10.6666666666667
981,1,45,1,1,0,46.875,20,51.8333333333333
982,2,36,0,1,0,43.875,33,41.0
983,3,38,1,0,0,53.125,50,66.6666666666667
984,2,37,1,1,1,43.75,30,58.3333333333333
985,2,44,1,0,0,42.5,70,36.6666666666667
986,2,32,0,0,0,0.0,0,25.0
987,2,55,0,1,0,12.5,10,69.1666666666667
988,2,33,1,1,1,49.375,40,48.3333333333333
989,2,34,0,0,1,32.5,50,65.0
990,2,24,0,0,1,48.75,60,33.3333333333333
991,1,49,1,0,0,28.75,50,50.8333333333333
992,2,64,0,0,0,50.0,80,63.3333333333333
993,1,34,1,0,1,69.375,90,9.5
994,3,35,1,1,1,23.75,50,39.1666666666667
995,2,25,0,1,0,18.75,0,49.1666666666667
996,2,33,1,1,0,51.875,50,68.3333333333333
997,1,35,0,0,1,55.0,100,52.3333333333333
998,3,30,0,1,1,63.75,60,71.8333333333333
999,2,38,1,0,0,50.0,80,58.3333333333333
1000,1,23,1,1,0,56.25,75,40.3333333333333
1001,2,41,0,0,0,96.0,99,96.6666666666667
1002,3,67,1,0,0,43.75,50,34.3333333333333
1003,3,33,1,0,1,66.25,60,67.5
1004,1,20,1,0,0,58.75,50,61.6666666666667
1005,2,45,0,0,0,28.125,25,40.8333333333333
1006,2,51,0,0,1,18.75,0,9.83333333333333
1007,2,68,1,1,1,20.0,20,30.0
1008,2,36,0,1,0,48.75,50,56.6666666666667
1009,1,40,1,0,0,8.75,20,6.66666666666667
1010,2,55,0,1,1,18.75,0,37.5
1011,3,63,1,1,0,51.25,40,75.0
1012,1,32,1,0,1,8.75,0,13.0
1013,2,34,1,1,1,54.375,90,51.6666666666667
1014,3,30,1,1,1,44.625,28,51.6666666666667
1015,1,30,0,0,0,36.25,30,62.5
1016,2,21,0,1,1,42.5,50,66.6666666666667
1017,3,72,0,0,0,53.75,50,57.5
1018,0,18,0,1,1,52.5,80,55.0
1019,3,52,1,0,1,58.125,100,60.5
1020,1,32,0,1,1,41.25,60,23.3333333333333
1021,2,35,0,0,0,30.625,50,8.83333333333333
1022,0,44,1,1,0,31.25,20,60.0
1023,2,38,0,1,1,45.0,70,32.3333333333333
1024,0,49,0,1,0,35.0,60,20.0
1025,2,49,1,0,1,51.5,20,58.1666666666667
1026,1,50,0,0,0,45.0,50,33.5
1027,3,25,0,1,1,41.25,50,53.3333333333333
1028,2,28,0,0,1,15.625,0,50.0
1029,2,27,0,1,1,62.5,90,44.3333333333333
1030,3,30,1,0,1,58.75,50,70.0
1031,0,21,0,1,0,60.0,60,55.0
1032,1,35,1,1,1,42.5,50,44.1666666666667
1033,0,33,0,0,1,45.0,50,29.3333333333333
1034,2,43,1,0,0,54.375,50,42.3333333333333
1035,1,27,1,0,0,56.25,50,50.0
1036,0,45,1,0,0,45.0,60,50.0
1037,2,32,1,0,1,32.75,25,54.1666666666667
1038,0,42,0,1,1,35.625,50,31.6666666666667
1039,2,23,1,0,1,58.125,75,77.5
1040,3,29,1,0,1,58.125,80,31.6666666666667
1041,3,39,1,0,0,30.625,10,18.3333333333333
1042,2,33,0,1,0,0.0,0,33.3333333333333
1043,3,38,1,0,0,40.0,40,69.1666666666667
1044,3,45,1,0,1,36.25,10,58.3333333333333
1045,1,37,0,1,0,12.5,0,15.1666666666667
1046,2,30,0,1,0,38.75,50,57.5
1047,1,30,1,0,0,58.625,87,13.8333333333333
1048,2,43,0,1,0,31.25,10,24.1666666666667
1049,2,70,0,1,1,43.75,20,55.8333333333333
1050,2,65,0,0,0,43.75,50,31.6666666666667
1051,2,34,1,1,1,11.875,20,25.5
1052,2,40,0,1,0,32.5,25,63.3333333333333
