,edu,age,female,conspiracy,scandal,media_score,google,poltrust_score
1053,1,29,1,0,1,34.375,30,33.3333333333333
1054,2,67,1,0,0,43.125,50,29.8333333333333
1055,0,40,0,1,0,41.25,40,32.8333333333333
1056,0,24,0,1,0,46.25,50,31.6666666666667
1057,2,59,0,1,0,44.375,80,48.6666666666667
1058,2,32,0,0,0,28.75,50,68.3333333333333
1059,0,46,1,0,0,57.5,70,60.0
1060,1,36,1,0,1,15.0,5,30.0
1061,0,44,0,1,0,66.25,80,51.0
1062,1,40,0,1,1,46.25,30,58.3333333333333
1063,1,73,0,0,0,44.375,30,51.6666666666667
1064,2,22,1,1,1,51.25,80,35.0
1065,2,41,0,1,0,60.0,80,61.6666666666667
1066,2,29,0,1,0,25.0,30,3.33333333333333
1067,3,37,0,0,1,35.625,40,33.3333333333333
1068,2,37,0,1,1,50.625,90,70.0
1069,3,32,1,1,1,30.0,25,38.3333333333333
1070,2,31,0,0,0,7.5,20,0.0
1071,1,29,1,1,1,55.0,50,56.6666666666667
1072,1,19,1,1,0,36.875,75,66.6666666666667
1073,3,30,1,1,0,45.0,30,22.5
1074,0,40,1,1,1,27.5,60,70.8333333333333
1075,1,27,0,0,0,35.0,50,42.5
1076,1,22,1,0,1,37.5,50,20.8333333333333
1077,3,37,0,0,1,50.0,20,60.0
1078,1,38,1,0,1,0.0,0,0.0
1079,2,26,0,1,1,38.125,20,54.1666666666667
1080,1,31,0,0,1,47.5,50,26.6666666666667
1081,2,27,0,1,1,43.75,50,51.6666666666667
1082,2,65,1,0,0,61.25,80,83.3333333333333
1083,0,26,1,1,0,43.75,40,55.0
1084,2,33,0,0,1,48.75,70,60.0
1085,3,53,1,1,0,44.375,60,36.6666666666667
1086,2,29,0,1,1,15.625,0,8.33333333333333
1087,2,42,1,1,1,53.75,70,44.0
1088,1,38,1,1,1,31.25,70,21.6666666666667
1089,1,27,1,0,0,37.5,20,40.8333333333333
1090,2,41,0,1,1,41.25,50,67.5
1091,2,24,1,1,0,45.0,50,56.6666666666667
1092,1,45,1,1,0,6.25,0,2.33333333333333
1093,2,28,1,0,1,43.75,50,53.3333333333333
1094,2,36,0,0,1,47.5,70,47.6666666666667
1095,2,57,0,1,0,26.25,50,35.0
1096,2,35,1,0,1,35.0,50,45.0
1097,2,52,0,1,0,44.875,50,70.3333333333333
1098,3,32,0,0,0,28.75,40,21.3333333333333
1099,2,32,0,1,0,43.75,50,44.1666666666667
1100,2,57,1,0,1,52.5,50,36.3333333333333
1101,0,34,0,1,1,54.375,60,45.8333333333333
1102,2,30,1,0,0,86.25,80,75.0
1103,2,23,0,1,0,44.375,45,49.1666666666667
1104,2,48,0,1,1,41.25,50,23.8333333333333
1105,2,27,0,0,0,22.5,50,46.6666666666667
1106,2,26,0,0,1,47.5,50,73.1666666666667
1107,2,33,0,0,0,24.375,20,38.8333333333333
1108,0,49,1,0,1,56.25,50,61.6666666666667
1109,2,33,1,1,1,42.5,80,66.6666666666667
1110,2,68,1,0,0,63.75,99,69.3333333333333
1111,3,42,1,1,1,52.5,60,57.5
1112,2,31,0,1,1,16.875,25,0.0
1113,2,33,1,1,1,42.5,50,25.0
1114,3,33,1,0,1,48.125,75,51.6666666666667
1115,3,58,0,0,1,58.75,80,38.1666666666667
1116,2,61,0,0,1,50.0,50,50.0
1117,2,57,0,1,1,45.0,50,24.3333333333333
1118,3,55,1,0,1,40.0,80,12.8333333333333
1119,1,35,0,1,0,40.0,40,46.6666666666667
1120,3,55,0,1,0,23.75,5,12.0
1121,2,21,1,0,0,8.75,10,9.66666666666667
1122,2,26,1,1,0,43.125,70,53.3333333333333
1123,2,57,1,0,0,56.875,70,55.0
1124,2,22,1,1,0,68.75,100,55.0
1125,1,32,1,1,0,41.25,20,69.8333333333333
1126,1,48,0,1,0,56.875,70,59.1666666666667
1127,2,43,0,1,0,36.25,75,60.8333333333333
1128,3,47,1,0,0,62.5,80,66.6666666666667
1129,2,60,1,0,0,57.5,80,68.3333333333333
1130,0,36,1,1,0,49.375,85,56.3333333333333
1131,1,57,1,1,1,66.25,90,47.5
1132,2,50,1,1,0,40.625,10,19.0
1133,2,34,0,0,0,47.5,50,40.3333333333333
1134,1,27,0,1,1,43.125,55,56.6666666666667
1135,2,25,0,1,0,100.0,100,100.0
1136,1,27,1,1,1,33.75,50,18.3333333333333
1137,2,23,0,1,0,14.375,5,24.1666666666667
1138,2,34,1,0,1,23.75,20,10.3333333333333
1139,2,53,0,0,1,36.25,70,30.0
1140,3,62,0,1,0,59.375,75,67.5
1141,2,53,1,0,0,18.75,0,31.6666666666667
1142,2,69,1,0,0,24.0,2,49.1666666666667
1143,1,31,0,1,0,28.75,30,38.3333333333333
1144,2,36,1,1,1,37.5,10,76.6666666666667
1145,1,44,1,0,1,50.0,90,45.0
1146,1,48,1,0,1,60.0,75,56.6666666666667
1147,1,26,0,1,1,32.5,65,30.8333333333333
1148,0,21,1,0,0,47.5,50,70.0
1149,3,42,0,1,0,60.125,76,84.1666666666667
1150,1,32,0,1,0,16.25,20,37.5
1151,0,36,1,0,1,61.25,75,52.5
1152,2,34,1,0,1,55.625,80,51.6666666666667
1153,2,46,1,1,0,46.25,50,50.0
1154,2,34,1,0,0,33.75,30,73.3333333333333
1155,1,30,0,1,0,26.625,20,31.0
1156,3,29,1,1,0,48.75,70,16.6666666666667
1157,2,36,1,0,0,56.875,60,43.3333333333333
1158,3,43,0,1,1,20.625,50,55.0
1159,2,25,1,1,1,53.75,50,71.6666666666667
1160,2,41,1,1,1,40.625,30,39.1666666666667
1161,2,43,0,0,0,45.0,60,40.0
1162,1,29,1,1,0,22.5,10,35.0
1163,1,31,0,1,0,23.75,10,23.1666666666667
1164,2,29,1,0,0,36.25,50,53.3333333333333
1165,1,21,0,1,0,47.5,70,40.0
1166,2,32,1,1,0,69.5,98,64.1666666666667
1167,3,48,0,0,0,48.625,75,45.5
1168,3,30,1,0,1,65.625,85,45.0
1169,1,61,1,1,0,41.875,50,40.8333333333333
1170,3,30,0,0,1,59.375,75,45.6666666666667
1171,2,25,0,0,0,50.0,50,50.0
1172,2,26,1,0,0,40.0,50,42.5
1173,3,30,1,0,0,63.125,70,43.3333333333333
1174,2,38,0,1,0,32.875,65,48.6666666666667
1175,1,37,1,1,1,1.375,5,1.0
1176,2,34,1,0,1,38.75,50,50.0
1177,3,41,1,1,0,25.0,45,37.0
1178,3,32,1,0,1,38.75,50,38.3333333333333
1179,1,57,1,0,0,32.5,50,21.0
1180,3,36,1,1,1,21.25,20,40.8333333333333
1181,1,31,1,1,0,43.75,60,30.0
1182,3,33,1,1,1,32.5,0,61.6666666666667
1183,2,36,0,1,1,34.375,50,38.3333333333333
1184,2,33,1,0,0,61.875,90,55.3333333333333
1185,2,22,1,0,0,50.0,100,50.3333333333333
1186,0,37,0,0,1,55.0,50,60.0
1187,2,63,1,0,1,30.0,30,18.1666666666667
1188,2,26,1,1,0,62.5,50,42.0
1189,2,66,1,0,1,9.375,0,6.0
1190,1,66,0,1,0,57.5,60,55.0
1191,2,25,1,1,0,41.25,80,55.0
1192,3,62,1,0,0,58.75,80,79.1666666666667
1193,1,25,0,0,0,57.5,80,33.3333333333333
1194,1,27,0,1,0,22.5,10,25.8333333333333
1195,2,32,0,1,0,41.5,50,20.3333333333333
1196,2,31,1,1,0,62.875,99,99.1666666666667
1197,2,30,1,1,0,72.5,90,66.6666666666667
1198,2,74,1,1,1,60.0,100,71.6666666666667
1199,3,32,0,1,1,67.375,99,58.3333333333333
1200,2,30,0,0,0,62.5,70,60.8333333333333
1201,1,60,1,0,0,10.625,50,20.8333333333333
1202,2,31,1,0,0,63.75,70,79.1666666666667
1203,1,63,0,1,0,43.75,70,60.0
1204,1,38,1,1,0,47.375,90,43.3333333333333
1205,2,53,0,0,1,50.125,64,61.8333333333333
1206,2,57,1,1,1,16.25,10,55.8333333333333
1207,2,29,0,0,1,50.0,50,50.0
1208,2,32,1,0,0,58.75,60,65.8333333333333
1209,2,29,1,1,0,63.125,85,84.1666666666667
1210,2,43,1,0,1,70.0,70,74.1666666666667
1211,1,42,1,0,0,59.375,70,57.5
1212,2,23,1,1,0,67.5,70,25.3333333333333
1213,2,52,1,1,0,61.25,80,60.0
1214,2,45,0,1,1,51.875,50,58.3333333333333
1215,1,51,0,1,1,46.25,40,38.3333333333333
1216,1,38,0,0,1,56.25,90,31.0
1217,1,21,1,1,1,48.75,50,45.0
1218,2,21,1,1,0,11.25,0,1.66666666666667
1219,1,30,0,1,1,26.875,40,36.6666666666667
1220,2,34,1,1,0,56.25,50,63.3333333333333
1221,1,46,1,0,1,53.125,50,47.5
1222,1,18,0,1,0,45.0,50,53.3333333333333
1223,1,42,0,0,1,58.75,60,57.5
1224,2,31,0,1,1,37.5,10,38.6666666666667
1225,2,50,0,1,0,33.125,70,26.5
1226,2,31,0,0,0,31.25,0,58.3333333333333
1227,2,35,1,1,1,10.0,15,49.1666666666667
1228,1,36,1,0,0,59.375,75,60.0
1229,1,31,0,1,1,20.375,70,44.3333333333333
1230,2,35,0,0,0,31.25,50,64.1666666666667
1231,2,41,1,0,1,53.75,85,71.6666666666667
1232,3,32,1,0,0,18.75,50,45.0
1233,2,23,0,1,1,60.0,50,44.5
1234,2,41,0,0,0,43.125,90,47.1666666666667
1235,2,27,1,0,0,60.0,80,30.0
1236,2,31,0,1,0,42.5,50,79.1666666666667
1237,2,41,1,1,1,52.5,50,68.3333333333333
1238,3,31,0,0,1,53.0,25,47.6666666666667
1239,1,32,1,1,1,51.25,60,43.3333333333333
1240,2,29,0,1,0,20.0,45,32.6666666666667
1241,0,55,1,1,1,65.25,90,69.5
1242,0,26,0,0,1,59.375,100,59.1666666666667
1243,3,32,1,1,0,32.5,50,45.8333333333333
1244,1,33,0,1,1,30.0,10,18.3333333333333
1245,1,39,1,1,1,46.25,50,53.3333333333333
1246,3,35,0,1,0,45.0,50,73.3333333333333
1247,2,41,1,1,0,51.25,90,81.6666666666667
1248,3,33,1,0,1,64.375,50,61.6666666666667
1249,2,35,1,0,0,43.75,50,19.1666666666667
1250,1,22,0,1,1,58.125,45,70.8333333333333
1251,2,36,0,0,1,44.375,10,36.8333333333333
1252,1,23,0,0,0,47.5,30,30.3333333333333
1253,1,33,1,1,1,25.625,40,36.6666666666667
1254,2,47,0,0,0,50.625,65,65.8333333333333
1255,0,25,0,0,1,18.125,20,43.3333333333333
1256,2,58,1,1,1,33.75,50,50.0
1257,2,27,0,0,1,46.875,50,42.8333333333333
1258,0,45,0,0,0,24.375,10,3.5
1259,2,34,0,0,0,61.625,75,48.8333333333333
1260,2,25,0,1,1,38.75,30,21.3333333333333
1261,1,38,0,0,1,41.25,20,68.3333333333333
1262,1,35,0,0,1,13.75,0,23.3333333333333
1263,2,55,1,1,1,54.375,50,70.0
1264,3,48,1,0,0,38.75,80,31.6666666666667
1265,2,36,1,1,1,40.0,50,45.0
1266,2,26,1,1,0,58.5,70,55.8333333333333
1267,3,37,1,1,1,49.375,25,49.6666666666667
1268,2,48,1,1,0,37.5,50,31.1666666666667
1269,1,45,0,1,1,40.625,50,33.3333333333333
1270,1,20,1,0,0,30.0,20,63.3333333333333
1271,3,29,0,0,1,12.5,0,25.0
1272,2,46,1,0,0,38.125,0,35.0
1273,2,37,1,0,0,61.25,80,48.0
1274,2,38,0,1,0,77.5,80,70.0
1275,2,38,0,0,0,58.75,75,68.3333333333333
1276,0,24,1,1,1,51.25,90,75.8333333333333
1277,3,37,1,1,0,50.0,50,53.3333333333333
1278,2,31,1,1,1,40.0,40,16.5
1279,2,26,1,0,1,45.0,50,38.3333333333333
1280,0,65,1,0,1,6.25,0,39.1666666666667
1281,1,27,0,0,1,47.5,50,59.1666666666667
1282,2,62,1,0,1,58.75,75,56.6666666666667
1283,2,54,1,0,1,6.25,5,7.0
1284,1,42,1,1,1,27.5,20,66.6666666666667
1285,0,28,1,0,1,9.375,0,14.1666666666667
1286,1,47,1,0,0,68.75,50,32.3333333333333
1287,2,70,0,0,0,17.875,30,9.83333333333333
1288,2,29,1,1,0,31.25,50,36.6666666666667
1289,3,40,1,1,0,68.75,80,77.5
1290,2,37,1,1,0,41.25,50,45.0
1291,3,31,0,1,1,4.375,0,5.0
1292,2,30,1,1,1,27.5,0,21.6666666666667
1293,2,31,1,0,0,41.25,75,34.1666666666667
1294,1,45,1,0,1,45.0,85,35.0
1295,2,38,1,0,0,51.875,60,57.5
1296,1,24,1,0,1,31.25,0,25.8333333333333
1297,2,40,0,0,1,73.125,100,78.0
1298,2,42,1,0,1,46.875,50,60.0
1299,3,33,0,1,1,60.625,75,59.1666666666667
1300,2,43,1,1,1,51.875,75,44.1666666666667
1301,3,47,0,0,0,37.5,60,25.0
1302,2,26,1,1,1,46.875,80,62.0
1303,2,63,1,1,1,30.625,45,54.6666666666667
1304,2,58,1,0,0,48.75,20,33.3333333333333
1305,2,31,1,0,0,40.625,50,33.3333333333333
1306,3,29,0,1,0,28.375,12,20.1666666666667
1307,2,24,1,1,1,25.625,20,4.16666666666667
1308,2,59,1,0,0,53.75,80,43.3333333333333
1309,2,57,1,1,1,26.875,30,40.8333333333333
1310,2,35,0,0,0,37.5,3,51.3333333333333
1311,2,46,0,1,1,50.0,50,50.0
1312,2,30,1,0,1,55.0,80,69.1666666666667
1313,2,35,0,0,1,13.75,25,5.0
1314,3,33,0,1,0,52.5,70,45.0
1315,2,53,1,0,0,7.5,0,31.6666666666667
1316,2,56,1,1,0,68.75,90,80.0
1317,1,26,1,0,0,47.5,60,38.3333333333333
1318,2,32,1,1,1,30.625,20,50.0
1319,3,36,1,0,0,42.5,80,41.6666666666667
1320,2,23,0,0,0,27.5,50,76.6666666666667
1321,3,40,1,1,1,15.375,20,33.3333333333333
1322,0,48,0,1,0,40.0,20,41.0
1323,1,23,1,0,0,49.375,75,54.1666666666667
1324,2,28,0,0,0,40.0,25,54.1666666666667
1325,2,51,1,0,0,38.75,60,40.5
1326,1,61,1,1,1,27.5,25,37.5
1327,3,33,0,1,1,44.375,30,48.3333333333333
1328,3,45,1,0,0,28.75,10,28.6666666666667
1329,3,58,0,0,1,35.625,50,38.6666666666667
1330,2,39,0,1,1,41.875,50,48.3333333333333
1331,3,42,1,0,0,48.75,50,38.3333333333333
1332,3,57,1,0,0,47.75,20,73.3333333333333
1333,0,48,0,0,1,56.25,100,59.1666666666667
1334,1,28,0,1,1,53.75,80,44.1666666666667
1335,3,29,0,0,1,45.0,50,53.3333333333333
1336,1,34,1,0,1,46.875,45,42.5
1337,3,36,0,0,0,51.875,75,70.8333333333333
1338,3,29,0,0,0,6.25,0,50.0
1339,3,36,0,0,1,71.25,100,63.3333333333333
1340,3,44,1,0,1,6.25,0,16.6666666666667
1341,2,41,0,0,0,40.0,69,63.5
1342,3,66,0,1,0,53.75,80,70.0
1343,2,24,1,0,0,35.0,40,39.6666666666667
1344,2,33,0,1,1,30.0,30,41.6666666666667
1345,2,26,0,0,0,37.5,25,14.1666666666667
1346,3,43,0,1,0,61.25,60,43.3333333333333
1347,2,35,0,1,1,81.25,100,83.3333333333333
1348,2,55,1,0,1,29.375,20,11.1666666666667
1349,1,38,0,0,0,56.5,50,88.3333333333333
1350,2,34,0,0,0,51.25,60,33.8333333333333
1351,1,63,1,0,1,57.5,70,55.8333333333333
1352,2,22,1,1,0,56.25,60,29.0
1353,2,42,1,1,0,51.25,50,66.3333333333333
1354,2,47,0,1,0,11.875,10,14.1666666666667
1355,2,51,1,0,0,30.0,0,32.8333333333333
1356,1,51,0,0,0,50.0,50,63.3333333333333
1357,1,22,0,0,1,44.375,75,76.6666666666667
1358,2,35,1,1,1,35.0,50,48.3333333333333
1359,2,34,0,1,0,40.0,50,33.3333333333333
1360,1,38,1,1,0,50.25,75,37.0
1361,1,34,1,0,0,27.5,30,31.6666666666667
1362,0,47,1,0,0,45.625,100,61.6666666666667
1363,2,38,0,1,0,34.375,50,47.5
1364,2,35,1,1,0,60.0,90,33.5
1365,1,34,1,1,1,43.75,85,40.8333333333333
1366,0,53,1,1,1,51.625,60,71.6666666666667
1367,1,40,0,0,1,33.75,80,66.6666666666667
1368,2,30,0,0,0,40.0,90,13.8333333333333
1369,2,27,0,0,0,70.0,100,34.1666666666667
1370,2,67,1,0,1,64.375,50,49.1666666666667
1371,1,68,0,0,0,34.375,30,40.0
1372,2,42,1,0,1,50.0,50,32.8333333333333
1373,2,37,0,1,0,50.625,60,49.1666666666667
1374,3,39,0,1,0,56.875,80,58.3333333333333
1375,1,34,0,1,1,25.0,0,16.6666666666667
1376,2,28,1,0,0,63.75,50,75.0
1377,2,35,1,0,0,37.5,70,71.6666666666667
1378,1,57,1,0,1,59.375,75,35.0
1379,1,32,0,1,0,50.0,50,33.6666666666667
1380,3,29,0,0,1,58.75,70,62.5
1381,3,29,0,0,0,55.625,50,73.3333333333333
1382,1,24,1,0,0,36.625,25,57.5
1383,3,30,0,1,1,31.25,40,46.6666666666667
1384,3,33,1,0,0,8.75,10,3.5
1385,1,44,1,0,0,40.0,40,33.8333333333333
1386,2,27,0,0,1,43.75,50,8.33333333333333
1387,2,35,1,1,0,41.875,50,8.33333333333333
1388,2,37,0,1,0,25.0,0,73.3333333333333
1389,3,33,0,0,1,18.75,30,63.5
1390,3,70,1,0,1,29.375,30,40.0
1391,2,30,0,1,0,66.875,65,58.6666666666667
1392,0,55,1,0,1,15.625,0,25.8333333333333
1393,2,27,1,0,0,33.125,60,28.3333333333333
1394,3,63,1,1,0,23.75,10,47.5
1395,1,59,1,1,1,23.5,15,25.6666666666667
1396,1,27,0,0,0,43.75,50,45.8333333333333
1397,0,57,1,1,1,46.25,50,64.1666666666667
1398,1,29,0,1,1,40.5,50,51.6666666666667
1399,1,23,0,0,0,41.875,50,24.8333333333333
1400,2,24,0,1,0,33.125,70,28.3333333333333
1401,2,22,0,0,1,45.0,50,41.6666666666667
1402,3,49,1,0,1,61.25,70,50.3333333333333
1403,2,27,1,0,0,63.75,80,75.0
1404,1,38,0,0,0,38.75,25,80.0
1405,2,40,0,0,1,36.875,40,66.6666666666667
1406,2,23,1,0,0,40.0,50,58.3333333333333
1407,2,22,0,1,0,45.0,50,24.0
1408,0,41,1,1,1,62.5,50,50.0
1409,2,34,1,1,1,43.75,50,66.6666666666667
1410,1,26,1,1,0,18.75,25,17.3333333333333
1411,1,59,1,0,0,3.125,0,30.3333333333333
1412,2,36,0,0,0,30.0,70,10.0
1413,2,61,1,0,1,48.125,20,69.1666666666667
1414,0,35,1,0,0,59.375,70,66.6666666666667
1415,1,35,1,1,0,26.25,40,50.8333333333333
1416,1,36,1,1,0,60.625,70,42.1666666666667
1417,2,28,1,0,0,65.625,70,39.1666666666667
1418,1,21,1,0,1,60.625,60,66.6666666666667
1419,2,25,1,1,0,56.25,50,32.3333333333333
1420,2,46,1,1,1,47.5,60,56.6666666666667
1421,2,41,0,0,0,60.0,85,44.1666666666667
1422,1,28,0,1,0,62.5,100,25.0
1423,1,23,0,1,1,32.5,40,58.3333333333333
1424,2,30,0,0,0,52.5,60,57.5
1425,3,56,0,1,0,52.5,50,43.3333333333333
1426,2,26,1,1,1,37.5,50,26.5
1427,2,31,1,1,0,12.5,0,41.6666666666667
1428,2,39,1,0,1,48.125,40,48.3333333333333
1429,2,41,1,1,1,63.75,75,73.3333333333333
1430,3,30,1,0,0,60.0,95,49.1666666666667
1431,1,42,0,0,0,54.375,75,64.1666666666667
1432,3,32,0,1,1,38.75,50,35.0
1433,2,29,0,0,0,53.75,70,45.0
1434,2,41,0,1,0,35.0,55,59.1666666666667
1435,1,55,0,0,0,33.875,41,51.0
1436,2,35,1,1,0,55.625,50,67.5
1437,2,23,0,1,1,17.25,65,19.3333333333333
1438,2,43,1,0,1,65.625,90,58.3333333333333
1439,2,57,0,0,0,14.625,10,53.3333333333333
1440,2,22,0,1,0,74.375,90,60.0
1441,3,69,0,1,0,58.75,60,63.5
1442,3,37,0,1,0,49.375,90,26.6666666666667
1443,2,53,1,0,1,57.5,65,54.1666666666667
1444,2,36,1,1,1,45.625,50,52.5
1445,2,30,1,0,0,51.25,50,46.6666666666667
1446,2,39,0,0,1,36.875,60,39.1666666666667
1447,1,39,1,1,1,25.0,5,50.0
1448,1,20,1,0,1,20.0,30,3.33333333333333
1449,2,50,1,0,1,38.75,80,29.6666666666667
1450,2,37,1,1,0,41.875,35,40.0
1451,1,44,1,0,1,30.0,60,43.3333333333333
1452,1,35,1,0,0,55.0,75,64.1666666666667
1453,2,49,0,1,1,41.25,80,55.0
1454,2,42,1,0,1,44.375,50,53.3333333333333
1455,1,48,1,0,1,58.75,75,32.6666666666667
1456,2,39,1,1,1,43.125,50,36.6666666666667
1457,1,28,1,1,1,36.25,50,65.0
1458,2,25,1,1,1,66.25,70,76.6666666666667
1459,2,33,0,1,1,35.0,50,51.6666666666667
1460,2,35,0,1,1,36.25,50,10.0
1461,1,23,1,0,0,49.375,80,45.0
1462,0,43,0,0,0,21.25,40,30.0
1463,2,43,0,1,0,71.25,90,53.3333333333333
1464,2,56,1,0,0,21.25,25,47.5
1465,2,54,0,0,0,65.0,90,49.8333333333333
1466,3,37,0,1,1,71.0,76,88.5
1467,2,37,1,1,0,30.625,0,79.1666666666667
1468,1,62,0,1,0,48.75,60,29.8333333333333
1469,0,60,1,0,1,47.5,50,67.5
1470,0,33,0,0,0,60.625,75,74.1666666666667
1471,2,42,0,0,0,48.125,70,65.0
1472,0,41,1,1,1,61.875,90,49.1666666666667
1473,1,30,1,1,1,21.875,25,43.3333333333333
1474,1,22,0,1,1,33.75,90,15.0
1475,2,22,0,1,1,35.0,25,48.3333333333333
1476,2,23,0,1,1,26.625,30,21.5
1477,1,27,0,0,0,25.0,40,11.6666666666667
1478,1,31,1,0,1,31.25,25,22.5
1479,1,64,0,1,0,57.5,75,63.3333333333333
1480,2,30,1,1,0,11.25,0,53.3333333333333
1481,0,48,1,0,0,41.875,50,74.1666666666667
1482,2,35,1,0,1,63.75,80,45.8333333333333
1483,3,38,1,1,1,20.625,5,68.3333333333333
1484,2,31,0,1,0,20.0,50,9.16666666666667
1485,2,21,1,0,1,42.5,75,12.5
1486,2,35,1,1,1,57.5,100,76.6666666666667
1487,3,34,0,1,1,46.25,50,46.6666666666667
1488,1,57,1,1,0,49.375,50,60.0
1489,3,31,1,1,0,41.25,45,57.5
1490,2,42,0,0,0,45.0,75,46.6666666666667
1491,2,58,0,0,0,56.875,75,42.6666666666667
1492,2,48,1,1,0,48.125,90,49.0
1493,1,35,0,0,1,52.5,85,62.5
1494,0,61,1,1,1,28.75,80,74.1666666666667
1495,0,36,0,0,0,12.5,0,25.0
1496,3,37,1,1,0,43.75,50,62.5
1497,2,63,1,0,0,44.5,50,55.8333333333333
1498,2,64,1,1,0,58.125,50,71.6666666666667
1499,2,40,0,0,0,30.625,25,40.8333333333333
1500,2,23,0,0,0,39.5,70,70.0
1501,2,28,1,0,0,46.25,80,46.6666666666667
1502,3,48,0,1,1,44.375,25,68.3333333333333
1503,2,50,1,1,1,47.5,65,47.5
1504,3,37,0,1,0,40.625,35,54.1666666666667
1505,2,47,0,1,0,26.25,0,66.6666666666667
1506,2,23,0,0,1,37.5,100,21.6666666666667
1507,2,40,1,1,0,43.75,50,17.3333333333333
1508,1,34,0,1,0,38.75,25,30.1666666666667
1509,1,19,1,1,1,18.125,10,18.3333333333333
1510,1,36,0,1,1,58.75,70,35.0
1511,3,30,1,0,1,35.0,50,61.6666666666667
1512,1,24,0,0,0,61.125,75,46.1666666666667
1513,1,18,0,0,1,54.0,50,59.3333333333333
1514,2,36,1,0,1,48.125,50,61.6666666666667
1515,3,37,1,0,0,26.25,20,48.3333333333333
1516,2,33,0,0,1,67.5,70,81.6666666666667
1517,1,35,1,0,0,37.5,50,15.0
1518,2,35,0,1,1,25.0,75,0.0
1519,1,27,0,0,0,36.875,40,45.0
1520,2,26,1,1,1,50.625,50,53.3333333333333
1521,2,48,1,1,0,46.25,50,49.1666666666667
1522,2,64,1,0,1,71.25,80,83.1666666666667
1523,2,47,1,1,1,45.0,60,48.3333333333333
1524,2,25,0,1,1,69.0,65,50.6666666666667
1525,1,45,1,0,1,48.125,75,21.8333333333333
1526,3,28,0,1,0,33.125,50,35.8333333333333
1527,2,35,1,1,1,55.625,50,36.6666666666667
1528,2,24,0,1,0,31.25,50,58.3333333333333
1529,1,50,0,0,1,50.0,75,59.1666666666667
1530,3,27,1,1,1,48.125,50,50.8333333333333
1531,2,33,0,1,1,11.25,30,31.6666666666667
1532,3,29,1,1,0,40.0,45,7.33333333333333
1533,2,36,0,1,0,45.0,50,25.0
1534,3,33,1,0,0,46.25,60,56.6666666666667
1535,1,59,1,0,1,58.625,90,50.0
1536,2,31,0,1,1,25.0,0,1.66666666666667
1537,3,42,1,1,1,50.125,75,45.0
1538,2,68,1,0,1,30.125,25,23.8333333333333
1539,2,33,0,1,0,24.375,20,30.8333333333333
1540,1,32,1,0,1,33.125,5,26.5
1541,1,62,0,0,1,34.375,50,46.6666666666667
1542,1,36,1,1,1,52.5,65,59.8333333333333
1543,1,25,1,1,1,41.25,50,46.6666666666667
1544,0,26,0,1,1,49.375,50,18.6666666666667
1545,0,32,0,0,0,70.125,98,57.5
1546,2,26,1,1,1,50.0,50,50.0
1547,2,22,1,1,1,45.625,80,75.8333333333333
1548,2,40,1,0,1,64.5,85,69.1666666666667
1549,2,33,0,0,0,58.125,80,69.6666666666667
1550,2,44,1,0,1,64.375,60,62.5
1551,1,55,1,0,0,45.625,30,25.0
1552,2,35,1,0,1,74.375,100,45.0
1553,3,30,1,1,1,65.0,80,71.6666666666667
1554,2,26,0,0,0,53.75,90,41.6666666666667
1555,2,62,1,0,0,33.75,50,67.5
1556,1,29,1,1,1,26.25,35,23.3333333333333
1557,2,28,1,1,0,55.25,75,60.0
1558,1,36,1,0,0,63.75,75,62.5
1559,0,22,1,1,0,61.25,100,52.5
1560,2,26,0,1,0,62.5,40,47.0
1561,3,35,0,0,0,35.0,10,26.6666666666667
1562,1,31,0,1,0,46.25,50,50.0
1563,2,24,0,1,1,46.25,40,39.1666666666667
1564,1,66,1,0,1,11.875,10,30.0
1565,2,25,1,0,1,39.375,50,47.5
1566,2,25,1,1,0,62.5,90,35.1666666666667
1567,3,27,0,0,1,48.125,40,57.5
