,edu,age,female,conspiracy,scandal,media_score,google,poltrust_score
1568,2,37,1,0,1,63.75,80,58.3333333333333
1569,0,39,0,0,0,22.5,0,1.66666666666667
1570,3,40,0,1,1,52.5,60,42.1666666666667
1571,2,25,0,0,1,68.75,100,52.3333333333333
1572,3,41,1,0,1,43.75,50,61.6666666666667
1573,3,73,1,0,1,67.875,75,43.3333333333333
1574,0,48,1,0,1,43.75,50,45.0
1575,2,58,0,1,0,41.875,50,38.1666666666667
1576,3,41,0,0,0,41.0,35,61.6666666666667
1577,2,66,0,1,1,40.0,50,35.3333333333333
1578,0,55,0,1,0,28.75,50,11.6666666666667
1579,2,70,0,1,0,38.75,50,54.1666666666667
1580,3,49,0,0,1,57.5,75,38.5
1581,0,25,0,0,0,43.75,40,43.3333333333333
1582,2,51,1,1,1,34.375,0,43.3333333333333
1583,2,47,0,0,0,60.0,70,65.0
1584,0,38,0,1,1,48.75,50,29.6666666666667
1585,2,56,0,0,0,20.875,10,17.1666666666667
1586,2,46,1,1,1,56.25,50,32.3333333333333
1587,0,30,1,0,1,65.0,100,52.3333333333333
1588,2,43,1,1,0,40.75,3,70.3333333333333
1589,2,52,1,1,1,38.75,25,62.5
1590,1,28,1,0,1,48.75,50,0.0
1591,2,48,0,0,1,40.125,60,31.8333333333333
1592,2,47,0,1,1,29.125,10,15.8333333333333
1593,2,60,1,1,1,59.375,50,42.5
1594,1,58,1,0,0,67.5,80,74.1666666666667
1595,2,28,0,0,0,18.125,20,34.1666666666667
1596,2,31,0,0,1,48.75,50,33.6666666666667
1597,2,44,1,0,1,45.625,50,62.5
1598,2,44,1,0,0,55.0,70,45.0
1599,1,32,1,0,1,26.25,30,61.6666666666667
1600,2,30,0,0,1,13.75,0,4.5
1601,1,37,0,0,0,68.75,90,41.6666666666667
1602,3,29,1,1,1,51.25,50,56.6666666666667
1603,2,36,1,0,0,23.75,5,39.5
1604,1,32,1,0,0,38.75,65,55.0
1605,1,33,0,1,1,41.875,30,64.1666666666667
1606,1,30,0,1,1,45.0,50,38.3333333333333
1607,3,28,0,0,1,61.25,70,50.0
1608,2,36,0,1,1,49.375,25,62.1666666666667
1609,1,29,1,1,0,53.125,35,50.3333333333333
1610,3,54,1,0,1,44.375,50,62.6666666666667
1611,2,72,0,0,1,56.25,50,74.1666666666667
1612,1,34,1,1,1,1.5,0,0.0
1613,2,32,1,0,0,26.875,10,25.0
1614,2,64,1,1,1,47.375,50,45.0
1615,1,35,1,0,1,33.75,70,8.33333333333333
1616,2,51,0,0,0,51.25,30,38.8333333333333
1617,2,37,0,0,0,23.75,10,44.1666666666667
1618,2,52,1,1,0,70.625,60,66.6666666666667
1619,2,41,0,0,1,40.75,50,24.8333333333333
1620,2,24,0,0,1,41.875,35,60.8333333333333
1621,2,75,0,0,0,50.0,60,54.1666666666667
1622,1,32,0,0,1,62.5,75,88.5
1623,2,57,1,0,0,33.75,50,18.5
1624,3,39,1,1,1,43.125,25,31.0
1625,1,41,1,0,1,41.875,60,40.8333333333333
1626,2,29,0,1,1,47.5,60,45.8333333333333
1627,1,43,1,1,0,39.375,30,43.3333333333333
1628,3,30,0,1,0,42.5,0,80.0
1629,1,55,0,1,0,32.5,40,60.0
1630,1,44,1,1,1,48.75,50,55.0
1631,3,65,1,0,1,50.625,25,70.0
1632,0,40,0,1,1,60.0,45,44.0
1633,2,30,1,0,0,31.25,10,8.33333333333333
1634,2,26,1,1,0,38.625,20,46.6666666666667
1635,3,40,0,1,0,63.125,55,67.5
1636,2,35,0,1,0,29.875,74,48.6666666666667
1637,3,39,0,0,0,63.125,50,80.0
1638,2,57,1,0,1,36.25,25,33.3333333333333
1639,0,22,1,1,1,52.125,90,33.8333333333333
1640,2,30,0,1,1,44.375,60,53.3333333333333
1641,1,26,0,1,0,38.75,30,43.3333333333333
1642,1,39,1,1,0,46.875,50,54.1666666666667
1643,2,42,1,0,0,51.25,60,55.8333333333333
1644,2,49,1,0,0,44.375,50,56.6666666666667
1645,3,31,0,0,0,46.25,60,33.5
1646,2,38,1,1,1,52.5,75,75.8333333333333
1647,1,58,1,1,0,33.75,10,61.6666666666667
1648,1,61,0,1,0,32.5,20,33.0
1649,1,61,1,1,1,39.375,50,37.5
1650,1,30,1,1,0,57.5,70,61.6666666666667
1651,3,35,0,1,1,50.0,65,38.0
1652,1,50,0,1,0,51.25,75,55.8333333333333
1653,3,36,1,0,0,40.625,40,68.3333333333333
1654,3,32,0,0,1,51.25,50,55.0
1655,2,34,1,1,1,50.0,50,50.0
1656,1,47,0,0,0,59.375,90,45.6666666666667
1657,3,40,0,0,0,36.875,35,65.8333333333333
1658,3,47,0,0,1,45.0,50,34.6666666666667
1659,2,32,1,1,1,48.625,40,45.0
1660,2,25,1,0,1,40.0,40,23.3333333333333
1661,2,47,1,1,1,0.0,0,0.0
1662,2,42,0,1,1,36.25,60,53.3333333333333
1663,1,32,0,1,0,50.25,50,39.8333333333333
1664,0,24,1,0,1,28.75,90,18.0
1665,2,45,0,0,1,35.0,50,28.0
1666,2,24,0,1,0,50.625,60,3.33333333333333
1667,0,18,0,0,1,41.25,50,48.1666666666667
1668,0,20,0,1,0,53.125,90,69.1666666666667
1669,2,47,1,1,0,39.375,25,59.1666666666667
1670,1,53,1,0,0,38.0,60,53.3333333333333
1671,2,64,0,1,0,8.25,5,10.0
1672,3,26,1,1,1,48.75,50,65.8333333333333
1673,2,65,1,1,1,31.875,25,61.6666666666667
1674,2,43,1,0,1,50.0,50,25.0
1675,1,32,1,1,1,28.25,66,51.0
1676,3,62,1,0,1,42.5,10,86.6666666666667
1677,1,61,0,1,1,30.625,40,29.1666666666667
1678,2,57,0,0,1,53.75,60,50.0
1679,2,67,1,0,0,42.5,50,55.8333333333333
1680,1,51,1,0,0,53.75,50,52.5
1681,2,36,1,1,0,38.75,50,18.3333333333333
1682,2,25,0,0,1,29.125,35,24.8333333333333
1683,3,23,0,0,1,50.0,75,32.5
1684,3,37,1,1,0,53.125,40,51.6666666666667
1685,3,32,0,0,0,63.75,50,73.3333333333333
1686,0,36,0,1,1,58.25,40,61.6666666666667
1687,2,21,1,0,1,40.0,0,73.3333333333333
1688,3,28,0,1,0,51.25,60,45.0
1689,2,55,0,1,1,8.75,15,40.8333333333333
1690,2,26,1,0,0,20.0,25,25.0
1691,2,30,0,1,0,20.0,30,52.5
1692,1,44,1,0,1,47.5,0,17.6666666666667
1693,1,38,1,1,0,38.125,75,19.8333333333333
1694,2,38,0,0,0,80.125,97,86.3333333333333
1695,3,68,0,0,0,46.875,80,65.8333333333333
1696,3,25,0,1,0,41.25,90,41.6666666666667
1697,2,22,0,1,0,48.75,80,26.1666666666667
1698,3,58,1,1,1,48.75,60,55.0
1699,2,30,1,1,0,47.5,50,30.0
1700,2,60,1,1,0,50.625,85,47.3333333333333
1701,1,22,0,0,0,78.125,85,85.0
1702,2,40,0,1,1,22.5,40,42.5
1703,2,36,0,1,1,43.75,50,41.6666666666667
1704,3,55,1,0,1,50.0,50,53.3333333333333
1705,2,28,1,0,1,31.25,25,43.3333333333333
1706,2,30,1,0,1,20.625,40,48.6666666666667
1707,2,67,0,1,0,22.5,0,47.5
1708,2,45,0,1,0,48.75,70,24.1666666666667
1709,2,34,1,0,0,25.625,80,13.3333333333333
1710,2,30,0,0,0,56.25,50,48.3333333333333
1711,2,28,0,0,0,45.625,60,22.5
1712,2,51,0,0,1,31.625,32,23.8333333333333
1713,0,32,0,1,0,65.625,90,55.0
1714,3,58,1,1,1,58.125,85,55.0
1715,2,61,1,1,1,52.5,50,62.5
1716,0,50,1,1,0,26.25,10,45.8333333333333
1717,2,40,1,1,1,48.125,50,40.0
1718,3,42,0,1,0,50.625,50,76.6666666666667
1719,2,38,1,0,1,39.25,45,69.1666666666667
1720,1,31,0,1,0,50.0,50,45.0
1721,2,39,0,1,1,51.25,65,41.6666666666667
1722,2,32,1,1,1,46.25,50,56.6666666666667
1723,1,29,0,1,1,18.75,30,58.3333333333333
1724,1,19,1,1,1,47.5,50,56.6666666666667
1725,2,36,1,0,1,12.5,0,7.5
1726,0,30,0,0,1,45.625,80,45.0
1727,2,30,0,0,0,15.375,35,19.1666666666667
1728,1,23,0,0,0,29.375,40,12.5
1729,1,19,1,0,0,35.0,70,45.0
1730,2,58,0,0,0,55.625,65,76.6666666666667
1731,0,24,1,0,1,38.125,50,54.1666666666667
1732,2,22,1,1,0,33.75,0,40.0
1733,2,53,1,0,1,50.0,50,48.3333333333333
1734,2,29,1,0,0,25.0,5,58.3333333333333
1735,3,34,1,1,1,36.375,70,42.8333333333333
1736,2,31,1,0,0,35.0,20,63.3333333333333
1737,2,32,0,1,0,37.5,40,50.0
1738,0,41,1,0,0,70.0,50,52.5
1739,2,68,1,0,1,53.125,70,44.1666666666667
1740,2,44,1,1,1,41.25,40,70.0
1741,2,60,1,1,0,71.25,70,49.0
1742,3,34,1,1,1,45.625,80,48.3333333333333
1743,3,39,0,0,1,53.75,50,53.3333333333333
1744,0,44,1,0,0,35.75,60,51.6666666666667
1745,3,38,0,0,1,33.75,50,50.0
1746,2,59,0,0,0,54.875,62,52.0
1747,3,26,0,0,0,53.125,50,64.1666666666667
1748,2,38,1,0,0,51.25,70,66.6666666666667
1749,1,54,1,1,1,40.0,50,62.5
1750,3,45,0,1,0,39.375,50,47.5
1751,1,20,1,1,1,59.375,70,41.0
1752,2,35,1,1,0,22.5,60,42.5
1753,2,43,0,1,1,38.125,55,49.1666666666667
1754,0,40,0,0,0,31.25,50,50.0
1755,0,31,1,0,1,51.25,60,48.3333333333333
1756,0,69,0,0,0,34.375,30,39.1666666666667
1757,1,21,0,0,0,58.75,70,40.0
1758,1,58,1,1,1,46.25,75,50.6666666666667
1759,2,32,1,1,1,31.875,25,20.8333333333333
1760,3,35,1,1,0,41.25,20,48.3333333333333
1761,1,28,1,0,1,27.5,5,45.0
1762,3,39,0,1,1,47.5,80,69.1666666666667
1763,1,21,0,0,1,29.25,36,41.3333333333333
1764,2,31,1,0,0,66.25,85,49.5
1765,1,35,1,1,0,37.5,50,42.5
1766,3,47,1,1,1,62.5,80,70.0
1767,2,38,0,0,0,51.875,50,43.1666666666667
1768,0,59,0,1,1,56.25,60,48.6666666666667
1769,0,50,1,1,0,43.75,20,35.0
1770,3,64,1,0,0,32.5,5,38.3333333333333
1771,2,30,0,1,1,39.375,50,52.5
1772,3,67,1,0,0,45.625,45,38.0
1773,2,25,0,1,1,57.5,100,6.66666666666667
1774,1,30,1,0,0,50.0,50,21.3333333333333
1775,2,31,1,0,0,75.0,100,33.3333333333333
1776,2,33,1,1,0,12.5,20,26.6666666666667
1777,1,64,0,1,0,52.5,30,66.6666666666667
1778,2,22,1,0,0,48.75,50,70.0
1779,2,65,0,0,1,43.125,60,59.1666666666667
1780,0,34,0,1,0,45.625,45,37.5
1781,2,42,1,1,1,33.75,10,43.3333333333333
1782,2,35,1,1,0,61.25,60,53.3333333333333
1783,3,29,0,0,0,34.875,45,14.8333333333333
1784,1,20,1,1,0,52.5,50,43.3333333333333
1785,2,38,1,0,1,40.0,60,25.0
1786,2,27,0,0,0,46.25,40,66.6666666666667
1787,1,62,1,0,1,36.25,0,68.3333333333333
1788,1,37,1,1,0,46.25,50,37.5
1789,1,28,1,0,1,77.125,90,70.0
1790,0,27,0,1,1,41.25,50,55.8333333333333
1791,0,30,0,1,0,48.125,55,50.0
1792,2,40,1,1,0,70.0,90,80.0
1793,2,29,1,1,1,70.0,100,20.0
1794,2,50,1,1,1,32.5,50,40.3333333333333
1795,1,45,1,1,1,48.75,75,80.0
1796,3,36,1,1,1,47.5,50,46.6666666666667
1797,2,32,0,1,0,45.375,45,25.5
1798,0,29,0,0,0,46.875,50,41.6666666666667
1799,1,40,0,1,1,51.25,30,53.3333333333333
1800,2,25,1,0,0,66.25,85,40.3333333333333
1801,2,37,1,1,1,36.875,30,60.8333333333333
1802,3,46,1,1,1,9.375,0,6.16666666666667
1803,3,25,1,1,0,23.75,40,25.0
1804,2,34,0,0,1,33.75,20,65.8333333333333
1805,1,40,0,1,0,14.125,24,24.0
1806,1,33,0,1,1,18.125,50,15.0
1807,1,34,0,1,1,25.0,50,0.0
1808,1,55,1,1,0,51.875,75,77.5
1809,1,21,1,1,1,52.5,50,48.3333333333333
1810,1,30,1,0,1,30.625,70,51.6666666666667
1811,2,38,1,1,1,14.375,5,8.66666666666667
1812,3,40,1,0,0,51.25,50,42.5
1813,3,54,0,1,1,71.25,90,75.0
1814,2,26,0,1,1,33.75,10,56.6666666666667
1815,1,54,1,1,0,21.875,30,50.0
1816,2,43,0,0,1,58.125,70,26.3333333333333
1817,1,24,1,0,0,66.25,70,63.3333333333333
1818,1,18,0,1,0,25.0,25,40.0
1819,2,23,1,1,0,56.875,75,50.0
1820,3,38,0,0,0,29.5,5,61.6666666666667
1821,0,47,1,0,0,65.625,75,61.6666666666667
1822,2,36,1,1,1,36.875,50,51.6666666666667
1823,2,48,1,1,1,45.625,50,48.3333333333333
1824,2,31,0,0,0,46.25,70,56.6666666666667
1825,3,32,1,0,0,40.625,50,50.0
1826,2,26,1,1,0,66.25,80,53.3333333333333
1827,2,40,0,0,1,64.375,60,60.8333333333333
1828,2,24,0,0,0,30.0,40,39.1666666666667
1829,2,32,0,0,1,27.5,30,54.1666666666667
1830,2,31,0,1,1,41.25,20,65.8333333333333
1831,0,19,0,0,0,21.25,70,40.0
1832,2,23,1,0,1,49.25,60,49.5
1833,1,45,0,0,0,0.0,0,25.8333333333333
1834,1,26,1,1,0,25.0,20,38.3333333333333
1835,2,32,1,0,1,46.875,50,45.8333333333333
1836,0,25,0,1,1,61.25,80,60.0
1837,1,30,0,0,0,53.75,50,62.5
1838,1,37,0,0,0,43.75,80,75.0
1839,1,42,0,0,0,46.875,75,58.3333333333333
1840,1,56,1,0,1,18.75,0,30.0
1841,0,53,0,0,0,19.375,0,45.8333333333333
1842,2,37,1,1,1,25.0,30,18.8333333333333
1843,3,56,0,1,0,32.5,50,45.0
1844,2,37,0,1,1,55.25,57,45.8333333333333
1845,2,32,0,1,1,65.0,90,39.0
1846,2,29,0,1,1,43.75,50,48.3333333333333
1847,3,33,1,1,0,50.0,50,66.6666666666667
1848,0,41,0,1,0,58.125,100,50.0
1849,0,68,1,1,1,37.5,50,50.0
1850,0,50,0,1,1,41.875,50,65.0
1851,2,37,1,0,1,56.25,100,75.0
1852,1,59,0,0,0,33.625,50,44.8333333333333
1853,3,28,0,0,1,62.5,75,50.0
1854,3,22,1,1,0,68.75,95,58.3333333333333
1855,2,48,1,0,1,38.75,50,38.6666666666667
1856,1,53,1,1,0,61.875,75,71.6666666666667
1857,1,64,1,1,0,52.5,80,76.6666666666667
1858,3,31,0,1,1,36.5,50,55.8333333333333
1859,1,45,0,0,1,44.375,70,70.8333333333333
1860,2,31,1,0,1,34.375,50,74.1666666666667
1861,2,42,0,1,0,62.5,60,73.3333333333333
1862,2,56,0,1,0,59.25,75,40.8333333333333
1863,0,37,1,0,1,0.25,0,3.33333333333333
1864,2,27,0,0,0,13.75,25,25.8333333333333
1865,2,51,0,0,0,46.875,50,33.3333333333333
1866,0,62,1,1,1,28.75,10,30.0
1867,1,59,0,1,0,33.125,10,30.0
1868,1,34,0,0,0,21.875,5,28.3333333333333
1869,1,58,0,1,1,40.625,75,53.3333333333333
1870,2,27,0,0,0,45.0,30,48.3333333333333
1871,3,63,1,1,1,41.25,30,63.3333333333333
1872,1,32,1,0,0,55.0,70,31.6666666666667
1873,2,71,0,1,1,68.125,65,62.8333333333333
1874,2,48,1,0,1,50.5,25,45.0
1875,1,36,1,1,1,61.25,80,79.1666666666667
1876,1,73,1,0,1,62.5,85,80.8333333333333
1877,3,67,1,1,1,56.25,50,63.3333333333333
1878,1,55,0,1,0,63.125,70,66.6666666666667
1879,1,66,1,0,1,61.875,80,73.3333333333333
1880,2,55,0,1,0,31.625,34,34.8333333333333
1881,3,62,1,1,0,52.5,75,73.3333333333333
1882,1,40,1,1,1,50.0,50,27.6666666666667
1883,2,63,0,0,0,32.5,35,36.3333333333333
1884,1,26,1,1,0,46.25,50,50.0
1885,2,36,1,0,0,16.25,0,13.3333333333333
1886,2,67,1,0,0,45.0,50,37.8333333333333
1887,1,31,0,0,0,43.75,75,56.5
1888,3,34,1,0,0,31.875,80,8.66666666666667
1889,1,43,0,0,0,37.5,50,26.6666666666667
1890,2,39,1,1,0,49.375,75,60.0
1891,1,74,1,0,0,23.75,0,30.8333333333333
1892,3,49,0,0,0,30.625,5,65.0
1893,2,56,1,1,1,46.875,50,78.3333333333333
1894,2,45,1,0,0,63.75,75,40.3333333333333
1895,3,36,1,1,1,65.0,70,73.3333333333333
1896,0,20,0,0,0,48.125,20,67.5
1897,0,57,1,0,1,60.625,75,49.6666666666667
1898,3,58,1,1,0,35.625,40,35.0
1899,3,56,0,0,1,46.25,70,55.0
1900,1,54,1,0,1,46.25,60,22.5
1901,2,45,1,1,1,41.875,70,54.1666666666667
1902,2,48,1,1,1,31.25,40,30.0
1903,3,29,1,1,0,46.25,50,60.0
1904,1,25,1,0,0,46.25,20,66.6666666666667
1905,2,39,0,0,1,26.25,0,33.3333333333333
1906,3,33,1,0,1,35.0,50,65.8333333333333
1907,2,61,1,1,0,10.625,10,25.3333333333333
1908,2,34,0,1,0,26.5,1,20.0
1909,2,27,1,1,1,48.125,65,71.6666666666667
1910,2,29,1,0,1,30.0,0,15.0
1911,2,27,0,1,1,42.5,65,44.1666666666667
1912,2,58,1,1,1,25.0,25,44.1666666666667
1913,1,23,0,0,0,26.25,50,31.6666666666667
1914,3,35,1,1,0,40.0,10,35.0
1915,2,23,0,1,1,66.25,80,53.3333333333333
1916,1,25,0,0,0,13.0,18,34.1666666666667
1917,2,32,1,1,0,35.625,50,37.5
1918,2,59,0,0,0,10.125,10,30.6666666666667
1919,2,28,1,0,0,50.625,50,45.6666666666667
1920,1,53,1,0,0,53.75,60,64.3333333333333
1921,1,29,0,0,0,62.5,100,83.3333333333333
1922,2,34,1,0,0,56.25,90,51.6666666666667
1923,2,53,1,0,0,12.5,0,49.1666666666667
1924,2,30,0,0,1,70.0,80,44.1666666666667
1925,3,25,0,0,0,62.5,50,58.3333333333333
1926,2,30,0,0,0,57.25,50,53.0
1927,3,31,1,0,0,53.5,40,67.0
1928,2,39,0,0,1,58.125,80,55.8333333333333
1929,3,34,1,0,1,74.375,100,60.0
1930,1,30,1,0,0,46.25,50,57.5
1931,2,30,0,1,0,60.0,75,27.3333333333333
1932,1,33,1,0,0,50.0,50,23.3333333333333
1933,1,21,1,1,0,60.0,65,64.1666666666667
1934,1,38,0,1,0,25.0,15,60.8333333333333
1935,2,34,1,0,1,42.5,50,41.6666666666667
1936,1,28,1,0,0,50.625,75,35.0
1937,2,41,1,1,1,48.75,20,49.0
1938,2,36,1,1,0,41.25,60,74.1666666666667
1939,3,42,1,1,1,40.625,75,30.8333333333333
1940,3,35,0,0,0,61.875,60,74.1666666666667
1941,1,29,0,0,1,61.25,80,61.6666666666667
1942,3,57,1,0,1,51.25,70,28.3333333333333
1943,1,21,1,1,0,46.875,90,38.3333333333333
1944,1,31,0,0,1,51.5,100,75.8333333333333
1945,2,32,1,1,1,51.25,60,61.6666666666667
1946,2,23,0,1,0,51.25,50,50.0
1947,1,19,1,1,0,60.625,50,31.6666666666667
1948,2,33,1,0,0,67.375,66,56.1666666666667
1949,2,24,0,1,0,48.75,50,63.3333333333333
1950,2,24,0,1,0,32.5,40,41.6666666666667
1951,1,24,1,1,1,52.5,50,53.3333333333333
1952,2,53,1,0,1,66.875,60,50.3333333333333
1953,1,30,1,1,1,31.25,100,35.6666666666667
1954,3,24,0,0,1,35.0,20,58.3333333333333
1955,1,31,0,0,1,48.75,60,35.0
1956,0,38,1,1,1,53.75,80,71.6666666666667
1957,1,51,1,1,1,49.375,50,40.0
1958,2,42,1,1,1,46.25,20,32.5
1959,2,21,1,1,0,59.375,70,26.8333333333333
1960,3,39,0,1,0,52.5,70,48.3333333333333
1961,2,40,1,1,0,70.375,83,50.0
1962,3,34,0,1,1,78.0,70,71.0
1963,1,23,1,0,0,55.0,70,60.0
1964,2,26,0,1,0,37.75,78,40.0
1965,0,50,1,0,1,22.125,25,40.0
1966,2,22,0,0,1,47.375,50,59.1666666666667
1967,2,25,1,1,1,41.75,48,31.8333333333333
1968,2,35,0,1,1,55.0,50,58.3333333333333
1969,1,28,1,1,1,35.625,60,25.8333333333333
1970,2,33,0,0,0,37.0,50,36.6666666666667
1971,0,36,0,0,1,50.0,100,18.3333333333333
1972,3,57,0,1,1,30.0,75,61.6666666666667
1973,2,23,1,1,1,13.75,10,6.66666666666667
1974,0,25,0,0,1,53.625,50,68.3333333333333
1975,2,25,0,0,1,51.5,50,68.3333333333333
1976,2,34,0,0,1,58.125,50,74.1666666666667
1977,2,38,0,1,0,33.125,50,75.8333333333333
1978,2,41,0,1,1,55.625,60,59.1666666666667
1979,2,33,1,0,1,55.625,65,58.3333333333333
1980,1,32,0,1,1,1.375,1,2.66666666666667
1981,2,27,0,1,0,8.75,0,0.0
1982,1,29,1,0,0,27.5,20,46.6666666666667
1983,2,50,1,0,1,48.5,90,54.5
1984,2,31,1,1,0,25.0,75,8.66666666666667
1985,1,19,0,1,0,15.0,15,4.66666666666667
1986,2,29,1,0,1,69.0,60,47.8333333333333
1987,3,45,1,0,1,60.0,70,57.5
1988,2,33,1,1,0,55.0,50,67.5
1989,3,34,1,0,1,50.0,100,83.3333333333333
1990,2,32,0,0,0,63.75,60,63.3333333333333
1991,2,70,1,0,0,45.625,80,45.1666666666667
1992,2,25,1,0,1,46.25,40,70.0
1993,2,46,1,0,1,48.75,70,59.1666666666667
1994,2,22,1,0,0,62.5,75,53.3333333333333
1995,1,29,1,1,0,41.25,80,20.0
1996,3,55,1,0,0,53.125,80,55.0
1997,2,35,0,0,0,75.0,90,83.3333333333333
1998,2,30,1,1,1,19.375,15,37.5
1999,2,33,1,0,0,37.125,60,55.8333333333333
2000,2,53,0,0,0,66.875,80,73.8333333333333
2001,2,29,0,1,1,50.0,60,56.5
2002,2,23,1,1,1,23.125,5,33.6666666666667
2003,0,33,1,1,0,23.75,50,1.66666666666667
2004,2,39,0,0,0,6.25,0,12.5
2005,2,60,1,1,1,21.25,30,36.6666666666667
2006,2,34,0,1,0,30.0,0,65.0
2007,2,30,1,0,1,40.0,25,63.3333333333333
2008,0,46,1,0,0,46.875,50,33.3333333333333
2009,0,49,1,0,0,47.5,90,24.3333333333333
2010,3,28,0,0,0,76.25,90,70.0
2011,2,29,0,0,0,37.5,85,63.3333333333333
2012,2,25,0,0,1,48.75,60,47.5
2013,2,28,1,0,0,56.25,50,86.6666666666667
2014,2,29,0,1,0,66.875,80,77.5
2015,2,28,0,1,1,41.75,70,37.5
2016,2,33,0,0,1,57.5,70,64.1666666666667
2017,1,38,1,1,0,38.125,70,27.5
2018,2,38,0,1,1,3.125,0,12.5
2019,2,45,0,1,0,56.25,80,68.3333333333333
2020,2,39,1,1,0,41.875,50,60.0
2021,0,33,0,0,0,51.25,50,72.5
2022,2,29,1,0,1,50.0,50,50.0
2023,1,28,0,1,1,46.25,50,41.6666666666667
2024,2,54,0,1,1,62.5,60,30.8333333333333
2025,1,69,1,0,1,40.0,15,42.0
2026,2,36,1,1,1,43.75,10,45.0
2027,1,34,1,0,0,45.0,50,66.6666666666667
2028,3,39,1,1,0,71.875,90,40.8333333333333
2029,2,27,0,0,0,57.5,90,48.3333333333333
2030,3,28,1,1,1,70.0,90,46.1666666666667
2031,0,39,1,0,0,38.125,50,36.6666666666667
2032,0,34,0,1,0,45.0,50,65.0
2033,2,37,0,0,0,28.25,50,25.8333333333333
2034,2,36,0,1,1,77.5,60,73.3333333333333
2035,2,34,1,0,1,48.125,70,55.0
2036,2,32,1,0,1,50.625,40,36.6666666666667
2037,2,73,1,1,0,32.5,20,45.5
2038,1,33,0,1,1,25.0,100,51.0
2039,2,54,1,0,1,40.625,55,47.5
2040,1,31,0,1,1,43.75,50,42.8333333333333
2041,0,20,1,1,1,40.0,80,3.33333333333333
2042,2,55,1,1,1,57.5,50,64.1666666666667
2043,2,43,1,1,0,67.75,70,71.6666666666667
2044,2,34,1,1,1,93.125,95,47.3333333333333
2045,3,57,0,1,0,48.125,50,69.1666666666667
2046,0,28,0,0,0,7.5,0,0.0
2047,2,29,1,0,0,55.0,50,57.5
2048,0,30,1,0,0,54.375,80,17.6666666666667
2049,2,54,1,0,1,14.875,2,3.33333333333333
2050,1,54,1,0,0,64.375,65,63.3333333333333
2051,2,34,0,0,1,41.25,70,35.0
2052,2,35,0,1,0,29.375,25,22.8333333333333
2053,3,37,1,0,1,53.125,50,59.1666666666667
2054,2,29,1,1,1,25.0,50,1.66666666666667
2055,3,29,1,0,0,40.0,50,35.0
2056,0,41,0,1,0,24.375,20,32.5
2057,3,36,1,1,1,46.875,75,30.0
2058,2,40,1,0,0,45.0,50,74.1666666666667
2059,2,46,1,1,1,41.875,50,76.6666666666667
2060,2,28,1,0,0,53.75,75,50.0
2061,2,35,0,1,0,70.625,85,75.8333333333333
2062,2,33,0,1,1,63.0,70,65.8333333333333
2063,1,42,0,1,0,61.875,75,55.0
2064,3,24,0,1,1,26.875,30,59.1666666666667
2065,2,57,1,1,1,52.5,60,75.0
2066,3,31,1,1,1,32.5,50,62.5
2067,1,27,0,0,0,47.5,70,50.0
2068,1,22,1,1,0,10.0,0,33.3333333333333
2069,2,36,0,0,0,55.0,60,55.0
2070,1,50,1,0,0,46.875,50,27.0
2071,1,34,1,0,0,56.25,80,25.0
2072,0,38,1,1,0,43.75,75,47.5
2073,3,50,1,0,0,44.375,65,52.5
2074,3,50,0,1,0,51.25,40,65.0
2075,2,33,0,1,0,70.0,70,46.6666666666667
2076,0,25,1,1,0,47.5,10,75.8333333333333
2077,2,60,0,1,1,70.0,80,50.3333333333333
2078,1,34,0,1,1,50.0,50,65.6666666666667
2079,3,25,0,0,0,50.0,50,50.0
2080,2,32,0,1,0,50.875,15,76.1666666666667
2081,2,27,0,0,1,48.75,70,27.1666666666667
2082,2,27,1,1,0,45.0,80,51.6666666666667
2083,0,43,1,1,1,48.75,80,29.6666666666667
2084,2,28,0,0,0,41.875,50,67.5
2085,1,27,1,0,1,62.5,100,83.3333333333333
2086,3,68,0,0,0,63.75,80,69.1666666666667
2087,3,50,0,0,0,87.5,100,100.0
2088,2,52,1,1,1,33.5,45,17.8333333333333
